17000,0,812,730
17000,0,823,740
17000,0,807,754
17000,0,811,743
17000,0,815,736
17000,0,819,712
17000,0,766,724
17000,0,817,728
17000,0,816,736
17000,0,803,732
17000,0,827,738
17000,0,811,742
17000,0,815,726
17000,0,815,730
17000,0,811,732
17000,0,815,746
17000,0,879,730
17000,0,815,738
17000,0,809,746
17000,0,814,735
17000,0,819,744
17000,0,847,726
17000,0,815,732
17000,0,811,734
17000,0,807,732
17000,0,843,738
17000,0,795,680
17000,0,809,728
17000,0,815,732
17000,0,813,732
17000,0,807,762
17000,0,816,732
17000,0,767,732
17000,0,799,730
17000,0,812,744
17000,0,815,732
17000,0,767,745
17000,0,815,738
17000,0,814,728
17000,0,815,737
17000,0,799,758
17000,0,815,731
17000,0,819,737
17000,0,806,738
17000,0,807,744
17000,0,791,744
17000,0,815,740
17000,0,811,736
17000,0,816,736
17000,0,815,710
17000,0,815,733
17000,0,815,744
17000,0,816,740
17000,0,819,686
17000,0,815,741
17000,0,807,733
17000,0,815,732
17000,0,815,744
17000,0,835,740
17000,0,811,744
17000,0,816,732
17000,0,816,737
17000,0,795,724
17000,0,827,734
17000,0,799,732
17000,0,815,728
17000,0,811,735
17000,0,771,736
17000,0,814,740
17000,0,813,734
17000,0,810,682
17000,0,827,776
17000,0,811,728
17000,0,821,740
17000,0,851,716
17000,0,829,767
17000,0,807,730
17000,0,767,728
17000,0,815,707
17000,0,806,734
17000,0,819,736
17000,0,819,740
17000,0,811,739
17000,0,813,732
17000,0,767,740
17000,0,794,745
17000,0,815,736
17000,0,813,730
17000,0,807,736
17000,0,767,746
17000,0,815,769
17000,0,831,762
17000,0,809,703
17000,0,815,744
17000,0,812,746
17000,0,799,729
17000,0,812,728
17000,0,831,734
17000,0,819,748
17000,0,819,737
17000,0,811,732
17000,0,767,734
17000,0,799,734
17000,0,819,733
17000,0,809,735
17000,0,779,732
17000,0,815,726
17000,0,815,732
17000,0,867,740
17000,0,822,733
17000,0,815,708
17000,0,839,738
17000,0,815,740
17000,0,803,734
17000,0,765,728
17000,0,815,740
17000,0,811,736
17000,0,814,732
17000,0,815,726
17000,0,816,740
17000,0,799,708
17000,0,827,730
17000,0,775,732
17000,0,823,740
17000,0,815,740
17000,0,807,736
17000,0,811,728
17000,0,815,737
17000,0,853,736
17000,0,812,720
17000,0,805,734
17000,0,823,736
17000,0,807,734
17000,0,815,738
17000,0,811,782
17000,0,825,744
17000,0,815,732
17000,0,863,736
17000,0,819,748
17000,0,819,735
17000,0,811,728
17000,0,847,749
17000,0,825,740
17000,0,823,734
17000,0,817,736
17000,0,815,708
17000,0,863,737
17000,0,823,740
17000,0,819,730
17000,0,863,720
17000,0,815,729
17000,0,765,727
17000,0,812,732
17000,0,799,744
17000,0,811,772
17000,0,799,732
17000,0,809,730
17000,0,807,734
17000,0,807,733
17000,0,811,726
17000,0,811,730
17000,0,803,732
17000,0,807,788
17000,0,811,740
17000,0,807,774
17000,0,815,730
17000,0,863,730
17000,0,807,736
17000,0,807,728
17000,0,787,737
17000,0,814,732
17000,0,815,724
17000,0,811,736
17000,0,811,732
17000,0,813,737
17000,0,816,736
17000,0,819,740
17000,0,815,734
17000,0,823,736
17000,0,811,735
